tanggal,pelabuhan,kapal_berangkat,kapal_tiba,penumpang_naik,penumpang_turun
2019-12-08,SABIRA,1,0,27,0
2019-12-09,SABIRA,0,1,0,6
2019-12-10,SABIRA,1,0,5,0
2019-12-11,SABIRA,0,1,0,15
2019-12-12,SABIRA,1,0,11,0
2019-12-13,SABIRA,0,0,0,0
2019-12-14,SABIRA,0,1,0,26
2019-12-15,SABIRA,1,0,27,0
2019-12-16,SABIRA,0,1,0,14
2019-12-17,SABIRA,1,0,12,0
2019-12-18,SABIRA,0,1,0,17
2019-12-19,SABIRA,1,0,14,0
2019-12-20,SABIRA,0,0,0,0
2019-12-21,SABIRA,0,1,0,27
2019-12-22,SABIRA,1,0,25,0
2019-12-23,SABIRA,0,1,0,27
2019-12-24,SABIRA,1,0,29,0
2019-12-25,SABIRA,0,1,0,17
2019-12-26,SABIRA,1,0,35,0
2019-12-27,SABIRA,0,0,0,0
2019-12-28,SABIRA,0,1,0,24
2019-12-29,SABIRA,1,0,37,0
2019-12-30,SABIRA,0,1,0,40
2019-12-31,SABIRA,1,0,20,0
